DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;PERIODO_AGRICOLA;CULTIVO;SUPERFICIE_VERDE;SIEMBRA;COSECHA;RENDIMIENTO;PRODUCCION;PRECIO_CHACRA;SUPERFICIE_PERDIDA;VALOR_PRODUCCION;FECHA_CORTE
CUSCO;CALCA;SAN SALVADOR;080406;2020;ALFALFA;26;NULL;26;65692.307;1708;0.455;NULL;777.14;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;ARVEJA GRANO SECO;34.3;40;40;2200;88;1.5;NULL;132;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;ARVEJA GRANO VERDE;7.3;3;2;5000;10;2;NULL;20;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;AVENA FORRAJERA;12.2;15;15;20000;300;0.5;NULL;150;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;CEBADA  FORRAJERA;8.23529411764706;11;11;14909.09;164;0.318;NULL;52.152;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;CEBADA GRANO;54.8181818181818;73;73;2561.643;187;1.3;NULL;243.1;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;CEBOLLA;NULL;NULL;1;15000;15;0.6;NULL;9;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;CHOCHO O TARHUI GRANO SECO;35.2857142857143;44;44;2386.363;105;2.464;NULL;258.72;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;HABA GRANO SECO;64.4615384615385;73;73;2000;146;1.5;NULL;219;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;HABA GRANO VERDE;2.7;2;1;6000;6;1.8;NULL;10.8;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;MAIZ AMILACEO;280.466666666667;327;330;3812.121;1258;3.652;NULL;4594.216;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;MAIZ CHOCLO;35.4545454545455;9;11;17000;187;0.4;NULL;74.8;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;MASHUA O IZANO;11.6666666666667;8;8;6000;48;1.1;NULL;52.8;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;OCA;17.3333333333333;10;10;6000;60;1.3;NULL;78;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;OLLUCO;45.5454545454546;49;49;6000;294;1.288;NULL;378.672;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;PAPA (agrupa mejoradas y nativas);181;227;228;10925.438;2491;1.379;NULL;3435.089;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;QUINUA;36.3;40;40;2350;94;3;NULL;282;20230810
CUSCO;CALCA;SAN SALVADOR;080406;2020;TRIGO BLANDO;26.6;30;30;2000;60;1.6;NULL;96;20230810
CUSCO;CALCA;TARAY;080407;2020;ALFALFA;27;NULL;27;50592.592;1366;0.478;NULL;652.948;20230810
CUSCO;CALCA;TARAY;080407;2020;ARVEJA GRANO SECO;27.5;32;32;2218.75;71;1.6;NULL;113.6;20230810
CUSCO;CALCA;TARAY;080407;2020;ARVEJA GRANO VERDE;7.15384615384615;11;9;5000;45;2.2;NULL;99;20230810
CUSCO;CALCA;TARAY;080407;2020;AVENA FORRAJERA;8.189;8.01;8.01;17977.528;144;0.5;NULL;72;20230810
CUSCO;CALCA;TARAY;080407;2020;CEBADA  FORRAJERA;10;11;13;14923.076;194;0.3;NULL;58.2;20230810
CUSCO;CALCA;TARAY;080407;2020;CEBADA GRANO;51.7;65;65;2600;169;1.3;NULL;219.7;20230810
CUSCO;CALCA;TARAY;080407;2020;CEBOLLA;11.1875;16;20;15000;300;0.6;NULL;180;20230810
CUSCO;CALCA;TARAY;080407;2020;CHOCHO O TARHUI GRANO SECO;20.1538461538462;25;25;2320;58;1.8;NULL;104.4;20230810
CUSCO;CALCA;TARAY;080407;2020;FRIJOL GRANO SECO;8;NULL;8;2750;22;2.6;NULL;57.2;20230810
CUSCO;CALCA;TARAY;080407;2020;HABA GRANO SECO;74.9230769230769;82;82;2207.317;181;1.5;NULL;271.5;20230810
CUSCO;CALCA;TARAY;080407;2020;HABA GRANO VERDE;4.4;5;4;6000;24;2;NULL;48;20230810
CUSCO;CALCA;TARAY;080407;2020;MAIZ AMILACEO;273.466666666667;297;302;4473.509;1351;3.725;NULL;5032.475;20230810
CUSCO;CALCA;TARAY;080407;2020;MAIZ CHOCLO;14.1538461538462;12;15;17000;255;0.4;NULL;102;20230810
CUSCO;CALCA;TARAY;080407;2020;MASHUA O IZANO;12.9166666666667;10;10;5500;55;1;NULL;55;20230810
CUSCO;CALCA;TARAY;080407;2020;OCA;17.6666666666667;15;15;6000;90;1.3;NULL;117;20230810
CUSCO;CALCA;TARAY;080407;2020;OLLUCO;27.5;30;30;6000;180;1.45;NULL;261;20230810
CUSCO;CALCA;TARAY;080407;2020;PAPA (agrupa mejoradas y nativas);170.714285714286;208;208;10201.923;2122;1.402;NULL;2975.044;20230810
CUSCO;CALCA;TARAY;080407;2020;QUINUA;31.9090909090909;40;40;2400;96;3;NULL;288;20230810
CUSCO;CALCA;TARAY;080407;2020;TRIGO BLANDO;20.1;22;22;2000;44;1.6;NULL;70.4;20230810
CUSCO;CALCA;TARAY;080407;2020;ZANAHORIA;9.47058823529412;15;16;15000;240;1.161;NULL;278.64;20230810
CUSCO;CALCA;YANATILE;080408;2020;ACHIOTE;531;NULL;531;359.698;191;1.577;NULL;301.207;20230810
CUSCO;CALCA;YANATILE;080408;2020;CACAO;693.808823529412;7;695;362.589;252;6.079;NULL;1531.908;20230810
CUSCO;CALCA;YANATILE;080408;2020;CAFETO;9741.17647058824;25;9693;752.501;7294;5.6;NULL;40846.4;20230810
CUSCO;CALCA;YANATILE;080408;2020;FRIJOL GRANO SECO;9.91666666666667;16;16;1531.25;24.5;2;NULL;49;20230810
CUSCO;CALCA;YANATILE;080408;2020;MAIZ AMARILLO DURO;260.411764705882;360;275;1447.272;398;1.455;NULL;579.09;20230810
CUSCO;CALCA;YANATILE;080408;2020;NARANJO;339.705882352941;27;323;15417.956;4980;1.5;NULL;7470;20230810
CUSCO;CALCA;YANATILE;080408;2020;PALILLO O CURCUMA;233.176470588235;NULL;NULL;NULL;210;2.5;NULL;525;20230810
CUSCO;CALCA;YANATILE;080408;2020;PALTO;205.411764705882;5;202;8000;1616;2;NULL;3232;20230810
CUSCO;CALCA;YANATILE;080408;2020;PAPAYA;165.705882352941;1;94;7978.723;750;1;NULL;750;20230810
CUSCO;CALCA;YANATILE;080408;2020;PIÑA;428.764705882353;10;213;11981.22;2552;2;NULL;5104;20230810
CUSCO;CALCA;YANATILE;080408;2020;PLATANOS Y BANANAS PARA COCCIÓN (M X paradisiaca);581.588235294118;NULL;295;8000;2360;1;NULL;2360;20230810
CUSCO;CALCA;YANATILE;080408;2020;TOMATE;11.2941176470588;15;6;10000;60;4;NULL;240;20230810
CUSCO;CALCA;YANATILE;080408;2020;YUCA;407;390;320;14843.75;4750;2;NULL;9500;20230810
CUSCO;CALCA;YANATILE;080408;2020;ZAPALLO;15.3529411764706;14;1;12000;12;2;NULL;24;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;ALFALFA;39.4705882352941;6.5;41;83829.268;3437;1.124;NULL;3863.188;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;ARVEJA GRANO SECO;10.2;11;11;1545.454;17;2.1;NULL;35.7;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;AVENA FORRAJERA;20.4444444444444;29;29;26000;754;0.786;NULL;592.644;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;AVENA GRANO;10.125;11;11;1545.454;17;2.1;NULL;35.7;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;CAPULI (PRUNUS SEROTINA SSP. CAPULI);1;NULL;1;3000;3;1.5;NULL;4.5;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;CEBADA  FORRAJERA;21.25;25;25;25000;625;0.8;NULL;500;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;CEBADA GRANO;150.25;151;151;1503.311;227;1.6;NULL;363.2;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;CEBOLLA;3.63636363636364;4;4;12000;48;2.3;NULL;110.4;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;CHOCHO O TARHUI GRANO SECO;7;8;8;2500;20;5.5;NULL;110;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;HABA GRANO SECO;131.5;137;137;2000;274;2.1;NULL;575.4;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;HABA GRANO VERDE;10.5555555555556;12;12;14000;168;1.2;NULL;201.6;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;MAIZ AMILACEO;254.857142857143;272;272;2500;680;3.2;NULL;2176;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;MAIZ CHOCLO;20.0833333333333;23;23;16000;368;1.5;NULL;552;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;OLLUCO;18.8;21;21;7000;147;0.6;NULL;88.2;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;PAPA (agrupa mejoradas y nativas);84.7142857142857;147;147;11000;1617;1.3;NULL;2102.1;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;QUINUA;12.7272727272727;16;16;687.5;11;5.8;NULL;63.8;20230810
CUSCO;CANCHIS;CHECACUPE;080602;2020;TRIGO BLANDO;122.5;137;137;1503.649;206;2;NULL;412;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;ALFALFA;37.5882352941176;6;39;70051.282;2732;1.084;NULL;2961.488;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;ARVEJA GRANO SECO;10.7272727272727;12;12;2000;24;2;NULL;48;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;AVENA FORRAJERA;27.5555555555556;34;34;27000;918;0.7;NULL;642.6;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;AVENA GRANO;12;13;13;1538.461;20;1.8;NULL;36;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;CAPULI (PRUNUS SEROTINA SSP. CAPULI);3;NULL;3;3000;9;1.5;NULL;13.5;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;CEBADA  FORRAJERA;20.4;26;26;26000;676;0.758;NULL;512.408;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;CEBADA GRANO;132;133;133;1796.992;239;1.6;NULL;382.4;20230810
CUSCO;CANCHIS;COMBAPATA;080603;2020;CEBOLLA;10.0833333333333;11;11;13000;143;1.945;NULL;278.135;20230810
