DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;PERIODO_AGRICOLA;CULTIVO;SUPERFICIE_VERDE;SIEMBRA;COSECHA;RENDIMIENTO;PRODUCCION;PRECIO_CHACRA;SUPERFICIE_PERDIDA;VALOR_PRODUCCION;FECHA_CORTE
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;FRIJOL DE PALO GRANO SECO;0;NULL;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;FRIJOL GRANO SECO;51.1764705882353;85;65;1514;98.41;3.477;NULL;342.17157;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;LIMA;53;NULL;48;9495.833;455.8;0.552;NULL;251.6016;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;LIMON SUTIL;24;NULL;24;8350.833;200.42;1.087;NULL;217.85654;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;MAIZ AMARILLO DURO;357;510;510;1528;779.28;1.365;NULL;1063.7172;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;MANDARIN0;23;NULL;23;8289.434;190.657;0.684;NULL;130.409388;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;MANGO;18;NULL;18;3129.777;56.336;2.072;NULL;116.728192;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;MANI  PARA FRUTA;4;NULL;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;NARANJO;283;NULL;283;8187.522;2317.069;0.646;NULL;1496.826574;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;PALILLO O CURCUMA;116;NULL;116;4439.655;515;2.419;NULL;1245.785;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;PALTO;27;NULL;27;8393.703;226.63;1.155;NULL;261.75765;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;PAPAYA;295;NULL;160;9985.481;1597.677;0.853;NULL;1362.818481;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;PIÑA;67;NULL;65;3153.846;205;0.95;NULL;194.75;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;ROCOTO SEMIPERMANENTE;7;NULL;7;4714.285;33;2.786;NULL;91.938;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;SOYA;17;17;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;UNCUCHA;32.8235294117647;50;25;7500;187.5;1.328;NULL;249;20230810
CUSCO;LA CONVENCIÓN;QUELLOUNO;080906;2019;YUCA;310.235294117647;415;415;8116.638;3368.405;1.012;16;3408.82586;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;ACHIOTE;82.9411764705882;4;80;297;23.76;5.138;NULL;122.07888;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;ARRACACHA;6;6;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;CACAO;180.823529411765;5;170;368.376;62.624;5.73;NULL;358.83552;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;CAFETO;3064.05882352941;NULL;3060;414.509;1268.4;5.306;NULL;6730.1304;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;CAMOTE;3.41666666666667;4;4;7425;29.7;1.065;NULL;31.6305;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;CAÑA DE AZUCAR (PARA ALCOHOL);56;NULL;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;FRIJOL DE PALO GRANO SECO (01);121;NULL;121;1480;179.08;2.232;NULL;399.70656;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;FRIJOL GRANO SECO;4.85714285714286;7;7;1485.714;10.4;2.878;NULL;29.9312;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;GRANADILLA;23;NULL;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;LIMA;10;NULL;9;52926.666;476.34;0.603;NULL;287.23302;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;LIMON SUTIL;7;NULL;5;7850;39.25;0.856;NULL;33.598;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;MAIZ AMARILLO DURO;13.375;19;19;1489.947;28.309;1.34;NULL;37.93406;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;MAIZ AMILACEO;5.61538461538462;7;7;1807.142;12.65;2.363;NULL;29.89195;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;MANGO;34;NULL;34;4500;153;1.886;NULL;288.558;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;NARANJO;85;NULL;82;7500;615;0.638;NULL;392.37;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;PALILLO O CURCUMA;16;16;16;12000;192;2.613;NULL;501.696;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;PALTO;18;NULL;18;8627.222;155.29;1.167;NULL;181.22343;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;PAPAYA;22;NULL;22;3084.545;67.86;0.894;NULL;60.66684;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;PIÑA;19;NULL;19;10936.842;207.8;0.83;NULL;172.474;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;PLATANOS Y BANANAS PARA COCCIÓN (M X paradisiaca);80;NULL;80;4811.25;384.9;0.749;NULL;288.2901;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;TOMATE;3.29411764705882;3;1;12250;12.25;1.62;NULL;19.845;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;UNCUCHA;6.77777777777778;8;8;7510;60.08;1.336;NULL;80.26688;20230810
CUSCO;LA CONVENCIÓN;SANTA ANA;080901;2019;YUCA;14.0588235294118;20;20;8525;170.5;1.017;7.5;173.3985;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;ACHIOTE;23;NULL;23;293.478;6.75;5.063;NULL;34.17525;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;CACAO;5.52941176470588;2;4;375;1.5;6.9;NULL;10.35;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;CAMOTE;3.82352941176471;5;4;7375;29.5;1.397;NULL;41.2115;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;CHIRIMOYO;15;NULL;15;7120;106.8;2.213;NULL;236.3484;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;FRIJOL GRANO SECO;9;12;12;1498;17.976;3.654;NULL;65.684304;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;LIMA;19;NULL;19;6789.473;129;0.573;NULL;73.917;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;LIMON SUTIL;18;NULL;18;7260;130.68;0.867;NULL;113.29956;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;MAIZ AMARILLO DURO;13.6363636363636;17;17;1510;25.67;1.4;NULL;35.938;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;MAIZ AMILACEO;14.9230769230769;16;16;1720;27.52;2.619;NULL;72.07488;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;MANDARIN0;17;NULL;17;5398.823;91.78;0.58;NULL;53.2324;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;MANGO;30;NULL;30;3132.066;93.962;2.154;NULL;202.394148;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;NARANJO;60.5;NULL;60;7489.966;449.398;0.614;NULL;275.930372;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;PALTO;61.69;NULL;61;8240.901;502.695;1.041;NULL;523.305495;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;PAPA (agrupa mejoradas y nativas);128.470588235294;190;150;6133.6;920.04;1.078;8;991.80312;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;PIÑA;18;NULL;18;6878.833;123.819;0.82;NULL;101.53158;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;PLATANOS Y BANANAS PARA COCCIÓN (M X paradisiaca);68.03;NULL;68;8102.029;550.938;0.755;NULL;415.95819;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;ROCOTO SEMIPERMANENTE;41;NULL;41;4624.39;189.6;2.321;NULL;440.0616;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;UNCUCHA;7.5;9;9;7351.111;66.16;1.122;NULL;74.23152;20230810
CUSCO;LA CONVENCIÓN;SANTA TERESA;080908;2019;YUCA;21.3125;26;26;8460;219.96;0.989;5;217.54044;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;ACHIOTE;105.067647058824;7;98;387.867;38.011;5.089;NULL;193.437979;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;CACAO;1123.58823529412;13;1114;401.991;447.819;5.627;NULL;2519.877513;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;CAFETO;2482.08529411765;15;2470;425.327;1050.559;5.004;NULL;5256.997236;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;CAMOTE;7.08333333333333;10;10;5643;56.43;1.322;NULL;74.60046;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;CAÑA DE AZUCAR (PARA ALCOHOL);238;NULL;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;CHIRIMOYO;14;NULL;14;7450;104.3;2.246;NULL;234.2578;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;FRIJOL DE PALO GRANO SECO (01);44;NULL;44;1650;72.6;2.6;NULL;188.76;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;FRIJOL GRANO SECO;25.7;37;37;1492;55.204;3.584;NULL;197.851136;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;GRANADILLA;117;NULL;117;6468.717;756.84;1.775;NULL;1343.391;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;LIMA;24;NULL;24;6056.25;145.35;0.548;NULL;79.6518;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;LIMON SUTIL;38;NULL;38;253.71;9.641;0.894;NULL;8.619054;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;MAIZ AMARILLO DURO;47.5833333333333;69;69;1524;105.156;1.351;NULL;142.065756;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;MAIZ AMILACEO;18.8823529411765;21;13;1820;23.66;2.5;NULL;59.15;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;MANDARIN0;38;NULL;38;7120;270.56;0.646;NULL;174.78176;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;MANGO;36;NULL;22;5184.363;114.056;1.997;NULL;227.769832;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;NARANJO;165.3;NULL;165;7340;1211.1;0.572;NULL;692.7492;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;PALTO;41.58;NULL;41;8031.219;329.28;1.117;NULL;367.80576;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;PAPA (agrupa mejoradas y nativas);119;186;175;5840;1022;1.012;5;1034.264;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;PAPAYA;26;NULL;15;7936.666;119.05;0.891;NULL;106.07355;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;PIÑA;41;NULL;41;5061.951;207.54;0.724;NULL;150.25896;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;ROCOTO SEMIPERMANENTE;41;NULL;41;1165.853;47.8;2.79;NULL;133.362;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;UNCUCHA;20;26;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;LA CONVENCIÓN;VILCABAMBA;080909;2019;YUCA;46.5294117647059;69;69;7894.028;544.688;0.964;NULL;525.079232;20230810
CUSCO;PARURO;ACCHA;081002;2019;ALFALFA;35;NULL;35;96000;3360;0.5;NULL;1680;20230810
CUSCO;PARURO;ACCHA;081002;2019;ARVEJA GRANO VERDE;30.8333333333333;46;46;3000;138;1.2;NULL;165.6;20230810
CUSCO;PARURO;ACCHA;081002;2019;AVENA FORRAJERA;62.1428571428571;82;82;26536.585;2176;0.5;NULL;1088;20230810
CUSCO;PARURO;ACCHA;081002;2019;CEBADA GRANO;156.8;260;260;1800;468;1.5;NULL;702;20230810
CUSCO;PARURO;ACCHA;081002;2019;CHOCHO O TARHUI GRANO SECO;31.5384615384615;35;35;900;31.5;4.5;NULL;141.75;20230810
CUSCO;PARURO;ACCHA;081002;2019;FRIJOL GRANO SECO;33.5714285714286;40;40;800;32;3.5;NULL;112;20230810
CUSCO;PARURO;ACCHA;081002;2019;HABA GRANO SECO;94.0769230769231;119;119;1200;142.8;2.8;NULL;399.84;20230810
CUSCO;PARURO;ACCHA;081002;2019;MAIZ AMILACEO;262.142857142857;328;328;1530.487;502;3.296;NULL;1654.592;20230810
CUSCO;PARURO;ACCHA;081002;2019;MANZANO;6;NULL;6;5000;30;1.5;NULL;45;20230810
CUSCO;PARURO;ACCHA;081002;2019;MASHUA O IZANO;15.3333333333333;22;22;14000;308;1.5;NULL;462;20230810
CUSCO;PARURO;ACCHA;081002;2019;MELOCOTONERO;13;NULL;13;11538.461;150;1.9;NULL;285;20230810
CUSCO;PARURO;ACCHA;081002;2019;OCA;12.6666666666667;11;11;14000;154;1.5;NULL;231;20230810
CUSCO;PARURO;ACCHA;081002;2019;OLLUCO;24.5;29;29;15000;435;1.4;NULL;609;20230810
CUSCO;PARURO;ACCHA;081002;2019;PALTA;8.58823529411765;NULL;2;15000;30;5;NULL;150;20230810
CUSCO;PARURO;ACCHA;081002;2019;PAPA (agrupa mejoradas y nativas);186.142857142857;298;347;14971.181;5195;1.285;NULL;6675.575;20230810
CUSCO;PARURO;ACCHA;081002;2019;QUINUA;17.1111111111111;24;24;1000;24;4;NULL;96;20230810
CUSCO;PARURO;ACCHA;081002;2019;TRIGO BLANDO;197.555555555556;298;298;1500;447;2;NULL;894;20230810
CUSCO;PARURO;ACCHA;081002;2019;TUNA;8;NULL;8;20000;160;1.2;NULL;192;20230810
CUSCO;PARURO;CCAPI;081003;2019;ALFALFA;20;NULL;20;58500;1170;0.5;NULL;585;20230810
CUSCO;PARURO;CCAPI;081003;2019;ARVEJA GRANO SECO;63.2727272727273;86;86;800;68.8;2.9;NULL;199.52;20230810
CUSCO;PARURO;CCAPI;081003;2019;CEBADA GRANO;103.75;NULL;150;1800;270;1.5;NULL;405;20230810
CUSCO;PARURO;CCAPI;081003;2019;CHOCHO O TARHUI GRANO SECO;24.7692307692308;31;31;900;27.9;4.323;NULL;120.6117;20230810
CUSCO;PARURO;CCAPI;081003;2019;FRIJOL GRANO SECO;30.3333333333333;37;37;800;29.6;3.5;NULL;103.6;20230810
CUSCO;PARURO;CCAPI;081003;2019;HABA GRANO SECO;132.166666666667;183;183;1200;219.6;2.8;NULL;614.88;20230810
CUSCO;PARURO;CCAPI;081003;2019;MAIZ AMILACEO;276.133333333333;414;414;1424.154;589.6;3.276;NULL;1931.5296;20230810
CUSCO;PARURO;CCAPI;081003;2019;MASHUA O IZANO;5.75;5;5;14000;70;1.5;NULL;105;20230810
CUSCO;PARURO;CCAPI;081003;2019;MELOCOTONERO;4;NULL;4;12000;48;2;NULL;96;20230810
CUSCO;PARURO;CCAPI;081003;2019;OCA;21.3571428571429;33;33;15000;495;1.5;NULL;742.5;20230810
CUSCO;PARURO;CCAPI;081003;2019;OLLUCO;23.5714285714286;38;38;15000;570;1.5;NULL;855;20230810
CUSCO;PARURO;CCAPI;081003;2019;PALTA;24.5714285714286;25;4;15000;60;5;NULL;300;20230810
CUSCO;PARURO;CCAPI;081003;2019;PAPA (agrupa mejoradas y nativas);301.285714285714;570;573;13989.528;8016;1.208;NULL;9683.328;20230810
CUSCO;PARURO;CCAPI;081003;2019;QUINUA;9.71428571428571;12;12;1000;12;3.5;NULL;42;20230810
CUSCO;PARURO;CCAPI;081003;2019;TRIGO BLANDO;133.666666666667;183;183;1500;274.5;1.734;NULL;475.983;20230810
CUSCO;PARURO;CCAPI;081003;2019;TUNA;57;NULL;57;20000;1140;1.1;NULL;1254;20230810
CUSCO;PARURO;COLCHA;081004;2019;ALFALFA;18;NULL;18;72000;1296;0.5;NULL;648;20230810
CUSCO;PARURO;COLCHA;081004;2019;ARVEJA GRANO SECO;38.2727272727273;48;48;800;38.4;2.8;NULL;107.52;20230810
CUSCO;PARURO;COLCHA;081004;2019;CEBADA GRANO;174.285714285714;120;220;1800;396;1.5;NULL;594;20230810
CUSCO;PARURO;COLCHA;081004;2019;CHOCHO O TARHUI GRANO SECO;8;8;8;900;7.2;4.5;NULL;32.4;20230810
CUSCO;PARURO;COLCHA;081004;2019;FRIJOL GRANO SECO;27.8888888888889;33;33;800;26.4;3.5;NULL;92.4;20230810
CUSCO;PARURO;COLCHA;081004;2019;HABA GRANO SECO;86.9166666666667;124;124;1200;148.8;2.8;NULL;416.64;20230810
CUSCO;PARURO;COLCHA;081004;2019;MAIZ AMILACEO;264.071428571429;417;417;1400;583.8;3.2;NULL;1868.16;20230810
CUSCO;PARURO;COLCHA;081004;2019;MASHUA O IZANO;7.25;10;10;14000;140;1.5;NULL;210;20230810
CUSCO;PARURO;COLCHA;081004;2019;MELOCOTONERO;4;NULL;4;10000;40;2;NULL;80;20230810
CUSCO;PARURO;COLCHA;081004;2019;OCA;5.23076923076923;6;6;15000;90;1.5;NULL;135;20230810
CUSCO;PARURO;COLCHA;081004;2019;OLLUCO;11.7857142857143;17;17;15000;255;1.5;NULL;382.5;20230810
CUSCO;PARURO;COLCHA;081004;2019;PALTA;15;NULL;8;15000;120;5;NULL;600;20230810
CUSCO;PARURO;COLCHA;081004;2019;PAPA (agrupa mejoradas y nativas);209.285714285714;439;438;14205.479;6222;1.192;NULL;7416.624;20230810
CUSCO;PARURO;COLCHA;081004;2019;QUINUA;4.28571428571429;5;5;1000;5;3.5;NULL;17.5;20230810
CUSCO;PARURO;COLCHA;081004;2019;TRIGO BLANDO;112.955555555556;186.8;186.8;1500;280.2;1.8;NULL;504.36;20230810
CUSCO;PARURO;COLCHA;081004;2019;TUNA;30;NULL;30;20000;600;1.1;NULL;660;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;ALFALFA;57.5294117647059;2;60;104000;6240;0.5;NULL;3120;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;ARVEJA GRANO SECO;108.090909090909;140;140;800;112;2.8;NULL;313.6;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;AVENA FORRAJERA;33.3333333333333;37;37;30000;1110;0.5;NULL;555;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;CEBADA GRANO;196.090909090909;350;350;1800;630;1.5;NULL;945;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;CEBOLLA;2.33333333333333;3;3;12000;36;1.167;NULL;42.012;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;CHOCHO O TARHUI GRANO SECO;61.8461538461539;72;72;900;64.8;4.5;NULL;291.6;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;FRIJOL GRANO SECO;45.5555555555556;50;50;800;40;3.6;NULL;144;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;HABA GRANO SECO;189.615384615385;248;248;1200;297.6;2.8;NULL;833.28;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;MAIZ AMILACEO;583.2;904;904;1544.69;1396.4;3.339;NULL;4662.5796;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;MASHUA O IZANO;16.2307692307692;18;18;14000;252;1.5;NULL;378;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;MELOCOTONERO;6;NULL;6;12000;72;2;NULL;144;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;OCA;16.9230769230769;11;11;15000;165;1.5;NULL;247.5;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;OLLUCO;34.5714285714286;38;39;15000;585;1.5;NULL;877.5;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;PAPA (agrupa mejoradas y nativas);852.428571428571;1361;1375;14640;20130;1.349;NULL;27155.37;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;QUINUA;21.7777777777778;33;33;1136.363;37.5;3.78;NULL;141.75;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;TRIGO BLANDO;317.222222222222;467;467;1600;747.2;1.8;NULL;1344.96;20230810
CUSCO;PARURO;HUANOQUITE;081005;2019;TUNA;35;NULL;35;20000;700;1.154;NULL;807.8;20230810
CUSCO;PARURO;OMACHA;081006;2019;ALFALFA;15;NULL;15;80000;1200;0.5;NULL;600;20230810
CUSCO;PARURO;OMACHA;081006;2019;ARVEJA GRANO VERDE;39;55;55;3000;165;1.5;NULL;247.5;20230810
CUSCO;PARURO;OMACHA;081006;2019;AVENA FORRAJERA;151.666666666667;168;168;24666.666;4144;0.5;NULL;2072;20230810
CUSCO;PARURO;OMACHA;081006;2019;CEBADA GRANO;187.5;NULL;220;1800;396;1.432;NULL;567.072;20230810
CUSCO;PARURO;OMACHA;081006;2019;CHOCHO O TARHUI GRANO SECO;16.8;18;18;844.444;15.2;4;NULL;60.8;20230810
CUSCO;PARURO;OMACHA;081006;2019;HABA GRANO SECO;107.428571428571;126;126;1200;151.2;2.8;NULL;423.36;20230810
CUSCO;PARURO;OMACHA;081006;2019;MAIZ AMILACEO;253.5;364;364;1254.945;456.8;3.408;NULL;1556.7744;20230810
CUSCO;PARURO;OMACHA;081006;2019;MASHUA O IZANO;13.5714285714286;16;16;14000;224;1.5;NULL;336;20230810
CUSCO;PARURO;OMACHA;081006;2019;OCA;20.5384615384615;11;11;15000;165;1.5;NULL;247.5;20230810
CUSCO;PARURO;OMACHA;081006;2019;OLLUCO;33.2307692307692;25;25;15000;375;1.5;NULL;562.5;20230810
CUSCO;PARURO;OMACHA;081006;2019;PAPA (agrupa mejoradas y nativas);344.230769230769;543;547;13171.846;7205;1.34;NULL;9654.7;20230810
CUSCO;PARURO;OMACHA;081006;2019;QUINUA;14.625;20;20;900;18;3.867;NULL;69.606;20230810
CUSCO;PARURO;OMACHA;081006;2019;TRIGO BLANDO;168.666666666667;230;230;1400;322;1.8;NULL;579.6;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;ALFALFA;12;NULL;12;108833.333;1306;0.5;NULL;653;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;ARVEJA GRANO VERDE;53.5;75;75;3000;225;1.5;NULL;337.5;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;AVENA FORRAJERA;22;24;24;28000;672;0.5;NULL;336;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;CEBADA GRANO;100;NULL;100;1800;180;1.4;NULL;252;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;CHOCHO O TARHUI GRANO SECO;35.9333333333333;45;45;800;36;4.5;NULL;162;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;FRIJOL GRANO SECO;35.8888888888889;48;48;800;38.4;3.5;NULL;134.4;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;HABA GRANO SECO;147.333333333333;176;176;1200;211.2;2.8;NULL;591.36;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;MAIZ AMILACEO;278.466666666667;425;425;1400;595;3.276;NULL;1949.22;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;MASHUA O IZANO;8.25;10;10;14000;140;1.5;NULL;210;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;MELOCOTONERO;17;NULL;17;13411.764;228;2;NULL;456;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;OCA;8.33333333333333;10;10;15000;150;1.5;NULL;225;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;OLLUCO;17.1666666666667;19;19;15000;285;1.5;NULL;427.5;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;PALTA;6;NULL;4;15000;60;5;NULL;300;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;PAPA (agrupa mejoradas y nativas);181.5;322;323;14000;4522;1.233;NULL;5575.626;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;QUINUA;13.375;20;20;1250;25;3.9;NULL;97.5;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;TRIGO BLANDO;179.333333333333;190;190;1500;285;1.8;NULL;513;20230810
CUSCO;PARURO;PACARECTAMBO;081007;2019;TUNA;33.2941176470588;4;34;20000;680;1.1;NULL;748;20230810
CUSCO;PARURO;PARURO;081001;2019;ALFALFA;31.5294117647059;2;32;100000;3200;0.5;NULL;1600;20230810
CUSCO;PARURO;PARURO;081001;2019;ARVEJA GRANO SECO;18.5;20;20;900;18;2.8;NULL;50.4;20230810
CUSCO;PARURO;PARURO;081001;2019;ARVEJA GRANO VERDE;12;14;14;3000;42;1.2;NULL;50.4;20230810
CUSCO;PARURO;PARURO;081001;2019;AVENA FORRAJERA;50;58;58;28275.862;1640;0.5;NULL;820;20230810
CUSCO;PARURO;PARURO;081001;2019;CEBADA GRANO;58.75;90;90;1800;162;1.5;NULL;243;20230810
CUSCO;PARURO;PARURO;081001;2019;CHOCHO O TARHUI GRANO SECO;28.5833333333333;32;32;800;25.6;5;NULL;128;20230810
CUSCO;PARURO;PARURO;081001;2019;FRIJOL GRANO SECO;6.16666666666667;7;7;800;5.6;2.5;NULL;14;20230810
CUSCO;PARURO;PARURO;081001;2019;HABA GRANO SECO;74.0833333333333;85;85;1200;102;2.8;NULL;285.6;20230810
CUSCO;PARURO;PARURO;081001;2019;MAIZ AMILACEO;357.866666666667;503;503;1600;804.8;3.039;NULL;2445.7872;20230810
CUSCO;PARURO;PARURO;081001;2019;MANZANO;5;NULL;5;5600;28;1.5;NULL;42;20230810
CUSCO;PARURO;PARURO;081001;2019;MASHUA O IZANO;5.58333333333333;7;7;14000;98;1.5;NULL;147;20230810
CUSCO;PARURO;PARURO;081001;2019;MELOCOTONERO;30;NULL;30;11666.666;350;2;NULL;700;20230810
CUSCO;PARURO;PARURO;081001;2019;OCA;8.66666666666667;9;9;15000;135;1.5;NULL;202.5;20230810
CUSCO;PARURO;PARURO;081001;2019;OLLUCO;14;15;15;15000;225;1.5;NULL;337.5;20230810
CUSCO;PARURO;PARURO;081001;2019;PALTA;20;NULL;5;15000;75;5;NULL;375;20230810
CUSCO;PARURO;PARURO;081001;2019;PAPA (agrupa mejoradas y nativas);161.428571428571;279;279;14921.146;4163;1.24;NULL;5162.12;20230810
CUSCO;PARURO;PARURO;081001;2019;QUINUA;8;10;10;1000;10;4.55;NULL;45.5;20230810
CUSCO;PARURO;PARURO;081001;2019;TRIGO BLANDO;107.5;160;160;1500;240;2;NULL;480;20230810
